date,open,high,low,close,volume
2020-01-01,104.18614488418508,108.1924940091583,94.74502031585921,84.39639813659582,8145644
2020-01-02,106.08914137917589,108.47926625743199,96.93504753190204,102.66649102224129,1874063
2020-01-03,115.75262954798359,105.72346646282433,94.21600985604694,120.81634645909827,4573232
2020-01-04,92.02874292844567,120.83904810615073,97.89001833596076,87.35319226787534,3364273
2020-01-05,95.34372272079315,84.54483986980307,92.23628685988808,101.47642146937167,3994784
2020-01-06,101.63270817908511,111.7908401401036,116.37100499691219,107.69255228483905,5592758
2020-01-07,118.10959136564557,96.57043212467846,91.59253996372887,93.1663988677044,4152353
2020-01-08,112.31274389933759,111.60113298445464,95.42618330566769,115.4818537894922,4386632
2020-01-09,109.86231996978178,114.29695246757812,97.02156111546,108.77705638033322,6379749
2020-01-10,106.1260033397077,116.00832596570729,102.12130467842681,102.2274379355581,1291650
2020-01-11,71.09433624930949,121.36189135178878,115.14033895725349,92.99479002606833,7867042
2020-01-12,96.71269549417683,92.5602957532482,101.27124163865176,104.4313705554812,1739540
2020-01-13,98.95457855543135,108.54279898511102,84.3777518929335,81.01325846850638,9666450
2020-01-14,103.05549574203211,116.44809854084545,91.941826081328,105.2074854381572,2933640
2020-01-15,106.11509258028549,102.76809299303224,64.6273766365468,100.81218434262502,6843789
2020-01-16,99.74152212827883,97.63635520050651,100.93403432901977,98.81620058362061,5415010
2020-01-17,91.19236212219408,88.77435436973403,92.27234850841677,113.97149737018573,7504371
2020-01-18,97.19218122173142,100.62780168415928,85.41111598311004,91.46361711775977,5624893
2020-01-19,102.09544347121717,105.70700518461109,87.73891694457838,114.60989947358459,4933538
2020-01-20,78.05714960608759,109.87833623216983,101.33890570384852,85.85868434117711,8915313
2020-01-21,99.45927017734421,111.84223296828196,99.62843028002781,93.1009994072506,1101213
2020-01-22,103.74661926449737,106.58007384785957,92.32679917448199,103.05676665402413,8807442
2020-01-23,83.81065283250521,120.43648101455233,82.48599604014717,102.50997378834472,6604303
2020-01-24,91.42898059082742,106.75973702010877,109.64743676552851,124.29658947853044,9400524
2020-01-25,106.79651165849648,116.83770350158026,96.65812307662617,98.5207695640638,3910976
2020-01-26,105.62703501165255,95.50251053133948,96.04681899615132,102.84137382957279,9976445
2020-01-27,93.32187222333917,112.1048871743751,94.16818365819162,116.34496873063968,4376445
2020-01-28,78.5943282507345,82.73314459052057,81.13254877686371,82.32434529357015,1165727
2020-01-29,99.48449680508175,120.79168863038308,105.16497048898661,105.82337601272019,8782980
2020-01-30,103.46325539712092,108.02884381087931,91.39369870000397,95.2407394352921,3904076
2020-01-31,113.30573518199839,92.41874592873326,97.56631576161134,102.107016993409,2007740
2020-02-01,99.31271610731794,92.18404563123633,80.2380660857219,106.5718108892022,8146328
2020-02-02,100.95886073901855,104.2106072751161,93.9604842955275,97.69297217783802,3783804
2020-02-03,86.31890382301272,95.22784196587244,106.28983265118198,99.76455713836256,5630298
2020-02-04,118.11303172401132,117.2675343514703,78.1093017386589,98.90968261654396,8257022
2020-02-05,97.71740974118298,104.38472452022442,110.01145012418716,98.47205328962721,4851980
2020-02-06,102.4296365293516,95.32420124452503,112.14218095899837,106.62877256220652,4681106
2020-02-07,86.18117247112268,115.34596020351432,94.2888142360839,94.45981119203213,9277588
2020-02-08,117.18825272225742,110.04162321446898,84.85554550231791,105.3912666868186,3337456
2020-02-09,105.23901174104927,97.58241610766447,87.61675922345886,96.31687670288842,4596052
2020-02-10,77.06433552095793,112.1570226720934,100.56065215202293,118.4838295519311,7211655
2020-02-11,85.31817103710263,96.9002480750524,94.69586537526573,93.8668213458126,5653794
2020-02-12,99.08043955027064,99.04740163893024,99.12104278828699,121.66107883019994,1142901
2020-02-13,93.57624084409167,110.9825325368434,82.79670969350839,100.77849650796395,4183607
2020-02-14,89.22834410285579,92.61370189636096,92.84191114951412,92.2702530413266,7789344
2020-02-15,104.81982816990536,94.61920048103892,95.62986716960141,96.59960164096543,9273193
2020-02-16,94.45811504818349,104.42895413494647,98.46802499608249,96.88038088979228,2084700
2020-02-17,106.64526081645705,120.20761962627778,73.22590778646907,100.75496501167963,3311887
2020-02-18,110.15153868158139,95.45082671387486,90.72102763100364,112.18051922345231,3957067
2020-02-19,110.92434864503973,101.0926897004825,86.07614389269682,110.12953359295051,6269540
2020-02-20,85.86956600307143,108.35945510526287,89.07778146133367,97.82004772234521,1317675
2020-02-21,89.8835050652679,100.97894081403126,86.50215831949927,105.30556053680894,7315440
2020-02-22,113.02288789442089,104.10820607171526,88.88644453675661,108.2742331964503,8337122
2020-02-23,109.10119506304711,101.33466954108829,96.60913116750808,105.09190770244066,2245265
2020-02-24,106.02451827722811,104.84880085727771,88.99032202254112,81.30802671041373,7931348
2020-02-25,91.03975433449725,93.17464913121964,82.39956783029068,100.07739514819897,9196309
2020-02-26,109.7472751584327,108.50361978902602,106.54098608028426,87.90260270396041,4731912
2020-02-27,108.67470642428606,100.90552213801433,93.95352605128112,107.50430842379036,9051306
2020-02-28,102.3349727108626,105.39537558794174,103.23962939889056,100.71291941933819,4281856
2020-02-29,105.21833058190313,122.51600079203321,90.3055132917663,104.95562808310788,1283132
2020-03-01,98.20319969757526,112.34577316014868,88.98433545131589,92.01399176088908,4436406
2020-03-02,109.78053865964465,130.18616099544104,81.04981059719478,102.07457055625348,7747602
2020-03-03,109.00998084488698,106.82142846557255,88.6992106325304,84.38845119978558,1881418
2020-03-04,98.06241964190585,106.29803809149968,86.97175638422587,102.31986031593088,3815950
2020-03-05,115.07123466156447,88.91356072889738,86.85751274101433,89.81597963328798,7973725
2020-03-06,95.48069867592353,116.02386304675662,109.06739811615282,109.58522881103336,2569371
2020-03-07,114.44576520397688,98.27457816741709,90.21455548771833,103.21397547534048,2433552
2020-03-08,98.28844515147594,103.57344501935215,86.70344811616623,84.38314154720838,8138957
2020-03-09,100.1759323910134,99.30253058727556,84.52858560833397,94.78846707788028,5997171
2020-03-10,88.71434245591365,109.21747395330286,79.69205000388115,103.8520194540743,7771381
2020-03-11,104.59706361314257,122.33665880610147,85.45816609824614,88.28112959296098,2986610
2020-03-12,94.92671838703002,119.4883776824615,97.34294518454068,106.81272277328354,1007432
2020-03-13,113.6589451575821,95.94884776402215,90.05487372216315,99.26556151732305,9752074
2020-03-14,95.58886034478739,97.34158756612464,108.70552927426438,107.99894305891263,9452201
2020-03-15,113.86659423878828,113.47496243337464,80.27314130614515,105.8537351100118,6034577
2020-03-16,134.43712463924737,96.69111708261418,93.6304156526057,105.95543327013854,7540578
2020-03-17,103.07205399429839,99.16790601319236,89.71959954648129,99.27343648649229,7654980
2020-03-18,97.72499578138864,104.36275190350449,118.61378048553122,86.85810703711157,9748118
2020-03-19,99.82849389864569,113.67022140660679,79.2856747463608,87.49067220992475,9169073
2020-03-20,104.02055778815524,107.93458254827604,94.43782473127948,115.47001710770611,1193537
2020-03-21,100.52781764619226,109.81139091727144,84.71154662834066,103.17556157570662,1392155
2020-03-22,100.06003104443671,106.64618509761763,108.87959427366707,87.47582182925518,2561536
2020-03-23,105.91631904167487,83.60989667423372,101.82454612925068,83.68022077823053,7512941
2020-03-24,103.06845520942201,116.31466502151756,103.05880368710841,90.1352640932613,9907999
2020-03-25,97.2966975072246,103.78726573287379,95.91909658205056,97.05419497442116,9099954
2020-03-26,94.97092062057467,99.69037189396525,81.84527005812112,98.72170064042238,6375719
2020-03-27,95.9629932094565,101.90181875970337,97.14014202057602,94.78118591327477,3071918
2020-03-28,101.90368484563083,91.08096864585463,80.78310386967235,97.43841403111146,4698262
